S3 Table. Full list of DEGs identified in vEDS patients' skin fibroblasts.						
Column #	Transcript ID	gene_assignment	Gene Symbol	RefSeq	p-value adjusted (FDR 5%)	Fold-Change 
30947	8161249	"NM_033412 // SLC25A51 // solute carrier family 25, member 51 // 9p13.3-p12 // 92014 ///"	SLC25A51	NM_033412	0.00149876	-1.65898
28824	8141311	"NM_145111 // FAM200A // family with sequence similarity 200, member A // 7q22.1 // 2217"	FAM200A	NM_145111	4.47E-05	-1.6574
10426	7958211	NM_152318 // C12orf45 // chromosome 12 open reading frame 45 // 12q23.3 // 121053 /// E	C12orf45	NM_152318	0.00442194	-1.65602
9586	7949995	NM_181514 // MRPL21 // mitochondrial ribosomal protein L21 // 11q13.3 // 219927 /// NM_	MRPL21	NM_181514	5.14E-05	-1.65598
25499	8109802	NM_002887 // RARS // arginyl-tRNA synthetase // 5q35.1 // 5917 /// ENST00000231572 // R	RARS	NM_002887	4.83E-07	-1.65593
12457	7978838	"NM_001083908 // DNAAF2 // dynein, axonemal, assembly factor 2 // 14q21.3 // 55172 /// N"	DNAAF2	NM_001083908	3.22E-06	-1.6554
10073	7954527	NM_001248002 // ARNTL2 // aryl hydrocarbon receptor nuclear translocator-like 2 // 12p1	ARNTL2	NM_001248002	0.00419805	-1.65507
27902	8132943	"NM_001009186 // CCT6A // chaperonin containing TCP1, subunit 6A (zeta 1) // 7p11.2 // 9"	CCT6A	NM_001009186	0.00150231	-1.655
13488	7989094	"NM_001284338 // NEDD4 // neural precursor cell expressed, developmentally down-regulate"	NEDD4	NM_001284338	0.00017284	-1.65452
27345	8127158	"NM_001197115 // GCLC // glutamate-cysteine ligase, catalytic subunit // 6p12 // 2729 //"	GCLC	NM_001197115	0.0109285	-1.65412
25073	8105436	"NM_005921 // MAP3K1 // mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin p"	MAP3K1	NM_005921	0.00323964	-1.6535
20904	8064502	NM_003091 // SNRPB // small nuclear ribonucleoprotein polypeptides B and B1 // 20p13 //	SNRPB	NM_003091	1.32E-08	-1.65321
11831	7972867	NM_001127202 // PCID2 // PCI domain containing 2 // 13q34 // 55795 /// NM_001127203 // 	PCID2	NM_001127202	1.79E-07	-1.65288
6692	7921882	NM_001297713 // OLFML2B // olfactomedin like 2B // 1q23.3 // 25903 /// NM_015441 // OLF	OLFML2B	NM_001297713	0.0124583	-1.6526
9184	7946245	NM_003737 // DCHS1 // dachsous cadherin-related 1 // 11p15.4 // 8642 /// ENST0000029944	DCHS1	NM_003737	0.00504567	-1.6514
19446	8048995	NM_001012514 // ITM2C // integral membrane protein 2C // 2q37 // 81618 /// NM_001012516	ITM2C	NM_001012514	0.0125804	-1.6497
17894	8034313	NR_002944 // HNRNPA1P10 // heterogeneous nuclear ribonucleoprotein A1 pseudogene 10 // 	HNRNPA1P10	NR_002944	0.000105182	-1.64582
6058	7915485	NM_001159936 // EBNA1BP2 // EBNA1 binding protein 2 // 1p35-p33 // 10969 /// NM_006824 	EBNA1BP2	NM_001159936	0.000495153	-1.64489
26973	8123717	NM_001286132 // RPP40 // ribonuclease P/MRP 40kDa subunit // 6p25.1 // 10799 /// NM_001	RPP40	NM_001286132	0.0085961	-1.64372
32339	8173825	"NM_014496 // RPS6KA6 // ribosomal protein S6 kinase, 90kDa, polypeptide 6 // Xq21 // 27"	RPS6KA6	NM_014496	8.27E-05	-1.64339
15114	8005955	"NR_000014 // SNORD42A // small nucleolar RNA, C/D box 42A // 17q11 // 26809 /// ENST000"	SNORD42A	NR_000014	0.000436986	-1.6433
6616	7921033	NM_178229 // IQGAP3 // IQ motif containing GTPase activating protein 3 // 1q21.3 // 128	IQGAP3	NM_178229	0.00475389	-1.64293
7219	7927062	NM_001278170 // ZNF33A // zinc finger protein 33A // 10p11.2 // 7581 /// NM_001278171 /	ZNF33A	NM_001278170	8.04E-06	-1.64216
15660	8011850	"NM_001212 // C1QBP // complement component 1, q subcomponent binding protein // 17p13.3"	C1QBP	NM_001212	6.55E-06	-1.64003
16218	8017421	NM_020198 // CCDC47 // coiled-coil domain containing 47 // 17q23.3 // 57003 /// XM_0052	CCDC47	NM_020198	2.08E-05	-1.63801
22662	8081853	NM_152305 // POGLUT1 // protein O-glucosyltransferase 1 // 3q13.33 // 56983 /// NR_0242	POGLUT1	NM_152305	0.00781327	-1.63756
12083	7975268	NM_001172 // ARG2 // arginase 2 // 14q24.1 // 384 /// ENST00000261783 // ARG2 // argina	ARG2	NM_001172	0.0120912	-1.63746
23044	8085628	NM_001195098 // ANKRD28 // ankyrin repeat domain 28 // 3p25.1 // 23243 /// NM_001195099	ANKRD28	NM_001195098	0.000148635	-1.63707
18589	8040578	NM_001199803 // CENPO // centromere protein O // 2p23.3 // 79172 /// NM_024322 // CENPO	CENPO	NM_001199803	0.00376852	-1.63666
24474	8099965	NR_027277 // LOC344967 // acyl-CoA thioesterase 7 pseudogene // 4p14 // 344967 /// ENST	LOC344967	NR_027277	0.00189239	-1.63664
13160	7985240	NM_001301203 // TMED3 // transmembrane p24 trafficking protein 3 // 15q24-q25 // 23423 	TMED3	NM_001301203	0.00263563	-1.63466
22651	8081758	NM_001172105 // GRAMD1C // GRAM domain containing 1C // 3q13.31 // 54762 /// NM_017577 	GRAMD1C	NM_001172105	0.00518836	-1.63439
6812	7923007	NM_001199261 // UCHL5 // ubiquitin C-terminal hydrolase L5 // 1q32 // 51377 /// NM_0011	UCHL5	NM_001199261	8.88E-06	-1.63347
30027	8151993	NM_004374 // COX6C // cytochrome c oxidase subunit VIc // 8q22.2 // 1345 /// ENST000002	COX6C	NM_004374	1.81E-05	-1.63322
22641	8081612	NM_001272069 // ABHD10 // abhydrolase domain containing 10 // 3q13.2 // 55347 /// NM_01	ABHD10	NM_001272069	8.38E-05	-1.63314
6749	7922406	ENST00000416952 // GAS5 // growth arrest-specific 5 (non-protein coding) // 1q25.1 // 6	GAS5	ENST00000416952	4.03E-05	-1.63305
10021	7954029	"NM_004064 // CDKN1B // cyclin-dependent kinase inhibitor 1B (p27, Kip1) // 12p13.1-p12 "	CDKN1B	NM_004064	0.000754852	-1.63298
30892	8160712	"NR_003667 // SUGT1P1 // SGT1 homolog, MIS12 kinetochore complex assembly cochaperone ps"	SUGT1P1	NR_003667	0.00133411	-1.63266
18773	8042588	NM_005791 // MPHOSPH10 // M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprote	MPHOSPH10	NM_005791	9.07E-07	-1.63245
19566	8050278	"NM_001282704 // PDIA6 // protein disulfide isomerase family A, member 6 // 2p25.1 // 10"	PDIA6	NM_001282704	0.000408801	-1.63227
5897	7913824	NM_020317 // RSRP1 // arginine/serine-rich protein 1 // 1p36.13-p35.1 // 57035 /// XM_0	RSRP1	NM_020317	7.53E-05	-1.63099
13804	7992396	NM_001018104 // FAHD1 // fumarylacetoacetate hydrolase domain containing 1 // 16p13.3 /	FAHD1	NM_001018104	0.00105854	-1.63005
26559	8119661	NM_033112 // RRP36 // ribosomal RNA processing 36 // 6p21.1 // 88745 /// XR_926324 // R	RRP36	NM_033112	0.000132719	-1.63002
31224	8163733	NM_001011649 // CDK5RAP2 // CDK5 regulatory subunit associated protein 2 // 9q33.2 // 5	CDK5RAP2	NM_001011649	3.49E-05	-1.62984
7455	7929438	"NM_001289067 // HELLS // helicase, lymphoid-specific // 10q24.2 // 3070 /// NM_00128906"	HELLS	NM_001289067	0.00715377	-1.62975
23954	8095187	NM_025009 // CEP135 // centrosomal protein 135kDa // 4q12 // 9662 /// XM_005265788 // C	CEP135	NM_025009	4.25E-05	-1.62966
31718	8168412	"ENST00000414209 // JPX // JPX transcript, XIST activator (non-protein coding) // Xq13.2"	JPX	ENST00000414209	0.0023539	-1.62956
27638	8130464	NM_018452 // TMEM242 // transmembrane protein 242 // 6q25.3 // 729515 /// ENST000003671	TMEM242	NM_018452	3.03E-05	-1.6284
28612	8139482	"NR_002919 // SNORA5A // small nucleolar RNA, H/ACA box 5A // 7p13 // 654319 /// ENST000"	SNORA5A	NR_002919	0.000155695	-1.6282
27404	8127778	"NM_017633 // FAM46A // family with sequence similarity 46, member A // 6q14 // 55603 //"	FAM46A	NM_017633	0.000829281	-1.62797
29436	8147079	NM_033402 // LRRCC1 // leucine rich repeat and coiled-coil centrosomal protein 1 // 8q2	LRRCC1	NM_033402	0.00780099	-1.62768
12946	7983123	NM_001130447 // HAUS2 // HAUS augmin like complex subunit 2 // 15q15.2 // 55142 /// NM_	HAUS2	NM_001130447	4.30E-07	-1.62717
15165	8006477	NM_052857 // ZNF830 // zinc finger protein 830 // 17q12 // 91603 /// ENST00000361952 //	ZNF830	NM_052857	0.00255507	-1.62701
5731	7911989	NM_000983 // RPL22 // ribosomal protein L22 // 1p36.31 // 6146 /// ENST00000234875 // R	RPL22	NM_000983	0.00230149	-1.62651
26915	8123080	NM_001009991 // SYTL3 // synaptotagmin-like 3 // 6q25.3 // 94120 /// NM_001242384 // SY	SYTL3	NM_001009991	0.0100041	-1.62643
21530	8070489	NM_020639 // RIPK4 // receptor-interacting serine-threonine kinase 4 // 21q22.3 // 5410	RIPK4	NM_020639	0.00106802	-1.62622
29505	8147785	NM_015420 // DCAF13 // DDB1 and CUL4 associated factor 13 // 8q22.3 // 25879 /// ENST00	DCAF13	NM_015420	9.10E-05	-1.62621
23700	8092640	NM_002916 // RFC4 // replication factor C subunit 4 // 3q27 // 5984 /// NM_181573 // RF	RFC4	NM_002916	0.000497007	-1.62497
32809	8177478	NM_001278622 // RAD17 // RAD17 checkpoint clamp loader component // 5q13 // 5884 /// NM	RAD17	NM_001278622	3.62E-05	-1.62484
19661	8051413	"NM_001304538 // FAM98A // family with sequence similarity 98, member A // 2p22.3 // 259"	FAM98A	NM_001304538	0.00131085	-1.62272
27408	8127841	NM_001199917 // PGM3 // phosphoglucomutase 3 // 6q14.1-q15 // 5238 /// NM_001199918 // 	PGM3	NM_001199917	7.36E-05	-1.62272
5428	7908978	"NM_001174108 // ZBED6 // zinc finger, BED-type containing 6 // 1q32.1 // 100381270 /// "	ZBED6	NM_001174108	2.87E-05	-1.62174
21112	8066431	NM_000022 // ADA // adenosine deaminase // 20q13.12 // 100 /// XM_005260236 // ADA // a	ADA	NM_000022	0.0100417	-1.6209
20782	8063345	"NR_002433 // SNORD12C // small nucleolar RNA, C/D box 12C // 20q13.13 // 26765 /// uc01"	SNORD12C	NR_002433	0.00219361	-1.62067
19736	8052250	NM_001005369 // MTIF2 // mitochondrial translational initiation factor 2 // 2p16.1 // 4	MTIF2	NM_001005369	0.000725848	-1.62052
9476	7948896	"NR_000008 // SNORD22 // small nucleolar RNA, C/D box 22 // 11q13 // 9304 /// ENST000003"	SNORD22	NR_000008	5.29E-05	-1.62003
7330	7928107	"NM_018649 // H2AFY2 // H2A histone family, member Y2 // 10q22.1 // 55506 /// ENST000003"	H2AFY2	NM_018649	7.96E-05	-1.61993
28889	8142019	NM_002553 // ORC5 // origin recognition complex subunit 5 // 7q22.1 // 5001 /// NM_1817	ORC5	NM_002553	2.09E-05	-1.61974
9108	7945803	NM_001014437 // CARS // cysteinyl-tRNA synthetase // 11p15.5 // 833 /// NM_001194997 //	CARS	NM_001014437	2.38E-05	-1.61951
31868	8169541	NM_144658 // DOCK11 // dedicator of cytokinesis 11 // Xq24 // 139818 /// XM_005262368 /	DOCK11	NM_144658	0.000480833	-1.61929
24103	8096556	NM_015143 // METAP1 // methionyl aminopeptidase 1 // 4q23 // 23173 /// XM_005262868 // 	METAP1	NM_015143	7.70E-08	-1.61772
19727	8052125	NM_001164165 // GPR75-ASB3 // GPR75-ASB3 readthrough // 2p16 // 100302652 /// NM_001201	GPR75-ASB3	NM_001164165	6.40E-06	-1.61746
32450	8174717	NM_023010 // UPF3B // UPF3 regulator of nonsense transcripts homolog B (yeast) // Xq24 	UPF3B	NM_023010	0.000222633	-1.61558
29213	8144894	NM_018142 // INTS10 // integrator complex subunit 10 // 8p21.3 // 55174 /// XM_00527355	INTS10	NM_018142	0.000100493	-1.61523
31002	8161537	NM_172003 // CBWD2 // COBW domain containing 2 // 2q13 // 150472 /// XM_005263600 // CB	CBWD2	NM_172003	2.98E-07	-1.61468
29552	8148293	"NM_173685 // NSMCE2 // NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase // 8q24.13 // "	NSMCE2	NM_173685	0.000996679	-1.61419
10823	7962487	NR_026583 // RACGAP1P // Rac GTPase activating protein 1 pseudogene // 12q12 // 83956 /	RACGAP1P	NR_026583	0.00146616	-1.61396
22889	8084092	"NM_001199957 // NDUFB5 // NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa /"	NDUFB5	NM_001199957	2.16E-05	-1.61323
20119	8055672	"NM_015702 // MMADHC // methylmalonic aciduria (cobalamin deficiency) cblD type, with ho"	MMADHC	NM_015702	0.000193354	-1.61321
23282	8088526	NM_001285387 // THOC7 // THO complex 7 // 3p14.1 // 80145 /// NM_001285404 // THOC7 // 	THOC7	NM_001285387	0.00164538	-1.61304
33021	8179564	NM_002263 // KIFC1 // kinesin family member C1 // 6p21.3 // 3833 /// XM_005275403 // KI	KIFC1	NM_002263	0.0109034	-1.61092
12278	7977119	"NM_001302652 // APOPT1 // apoptogenic 1, mitochondrial // 14q32.33 // 84334 /// NM_0013"	APOPT1	NM_001302652	3.64E-06	-1.61086
18045	8035847	NM_138330 // ZNF675 // zinc finger protein 675 // 19p12 // 171392 /// XM_005259800 // Z	ZNF675	NM_138330	0.0129283	-1.61082
22417	8079229	NM_001258280 // ZNF501 // zinc finger protein 501 // 3p21.31 // 115560 /// NM_145044 //	ZNF501	NM_001258280	0.000150461	-1.61034
10832	7962590	NM_001146075 // RPAP3 // RNA polymerase II associated protein 3 // 12q13.11 // 79657 //	RPAP3	NM_001146075	6.54E-05	-1.6103
12458	7978846	"NM_001197330 // POLE2 // polymerase (DNA directed), epsilon 2, accessory subunit // 14q"	POLE2	NM_001197330	0.000294502	-1.60979
13156	7985226	NM_001265603 // MORF4L1 // mortality factor 4 like 1 // 15q24 // 10933 /// NM_001265604	MORF4L1	NM_001265603	9.78E-07	-1.60892
5579	7910630	NM_001012985 // COA6 // cytochrome c oxidase assembly factor 6 // 1q42.2 // 388753 /// 	COA6	NM_001012985	0.0129562	-1.60885
25809	8112841	NM_001277077 // HOMER1 // homer scaffolding protein 1 // 5q14.2 // 9456 /// NM_00127707	HOMER1	NM_001277077	0.00147486	-1.60879
29986	8151644	NM_001286707 // RMDN1 // regulator of microtubule dynamics 1 // 8q21.3 // 51115 /// NM_	RMDN1	NM_001286707	8.39E-05	-1.60818
9336	7947867	"NM_002804 // PSMC3 // proteasome 26S subunit, ATPase 3 // 11p11.2 // 5702 /// XM_011520"	PSMC3	NM_002804	5.74E-06	-1.60791
31931	8170166	NM_001163280 // HTATSF1 // HIV-1 Tat specific factor 1 // Xq26.3 // 27336 /// NM_014500	HTATSF1	NM_001163280	0.000344698	-1.60616
16103	8016324	NM_001114091 // CDC27 // cell division cycle 27 // 17q21.32 // 996 /// NM_001256 // CDC	CDC27	NM_001114091	0.000131075	-1.6059
22928	8084634	"NM_016306 // DNAJB11 // DnaJ (Hsp40) homolog, subfamily B, member 11 // 3q27.3 // 51726"	DNAJB11	NM_016306	0.00085426	-1.60564
5584	7910651	NM_001079515 // TBCE // tubulin folding cofactor E // 1q42.3 // 6905 /// NM_001287801 /	TBCE	NM_001079515	0.000395944	-1.6045
31236	8163930	"NM_014222 // NDUFA8 // NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa // "	NDUFA8	NM_014222	0.000293051	-1.60422
11755	7972180	NM_024546 // RNF219 // ring finger protein 219 // 13q31.1 // 79596 /// XM_006719865 // 	RNF219	NM_024546	0.00791709	-1.60337
20255	8057689	NM_022353 // OSGEPL1 // O-sialoglycoprotein endopeptidase-like 1 // 2q32.2 // 64172 ///	OSGEPL1	NM_022353	0.000528833	-1.60325
11389	7968761	"NM_001110798 // NAA16 // N(alpha)-acetyltransferase 16, NatA auxiliary subunit // 13q14"	NAA16	NM_001110798	6.57E-05	-1.60264
15635	8011480	"NM_032294 // CAMKK1 // calcium/calmodulin-dependent protein kinase kinase 1, alpha // 1"	CAMKK1	NM_032294	0.00581524	-1.60157
29861	8150830	NM_001279356 // LYPLA1 // lysophospholipase I // 8q11.23 // 10434 /// NM_001279357 // L	LYPLA1	NM_001279356	8.49E-05	-1.60139
12612	7980403	"NM_001193314 // VIPAS39 // VPS33B interacting protein, apical-basolateral polarity regu"	VIPAS39	NM_001193314	3.47E-07	-1.60111
10782	7962085	NM_001190995 // IPO8 // importin 8 // 12p11.21 // 10526 /// NM_006390 // IPO8 // import	IPO8	NM_001190995	0.00027278	-1.60099
28505	8138602	"NM_001127453 // DFNA5 // deafness, autosomal dominant 5 // 7p15 // 1687 /// NM_00112745"	DFNA5	NM_001127453	0.00210548	-1.60084
10288	7956749	NM_001278237 // TMEM5 // transmembrane protein 5 // 12q14.2 // 10329 /// NM_014254 // T	TMEM5	NM_001278237	0.00132961	-1.60056
25267	8107458	NM_001308080 // COMMD10 // COMM domain containing 10 // 5q23.1 // 51397 /// NM_016144 /	COMMD10	NM_001308080	0.00197407	-1.6002
24275	8098150	NM_018352 // TMA16 // translation machinery associated 16 homolog // 4q32.2 // 55319 //	TMA16	NM_018352	0.000809747	-1.59953
6334	7918437	"NM_006402 // LAMTOR5 // late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 // "	LAMTOR5	NM_006402	3.91E-07	-1.5995
22547	8080973	"NM_174907 // PPP4R2 // protein phosphatase 4, regulatory subunit 2 // 3p13 // 151987 //"	PPP4R2	NM_174907	6.57E-05	-1.59944
7312	7927876	NM_030625 // TET1 // tet methylcytosine dioxygenase 1 // 10q21 // 80312 /// XM_01154020	TET1	NM_030625	0.00430479	-1.59931
7684	7932000	NM_012311 // KIN // Kin17 DNA and RNA binding protein // 10p14 // 22944 /// NR_045609 /	KIN	NM_012311	8.41E-08	-1.59927
29356	8146427	AF293366 // PCMTD1 // protein-L-isoaspartate (D-aspartate) O-methyltransferase domain c	PCMTD1	AF293366	0.00075209	-1.59901
24168	8097128	NM_001034194 // EXOSC9 // exosome component 9 // 4q27 // 5393 /// NM_005033 // EXOSC9 /	EXOSC9	NM_001034194	2.23E-05	-1.59809
15437	8009227	"NM_001199163 // PSMC5 // proteasome 26S subunit, ATPase 5 // 17q23.3 // 5705 /// NM_002"	PSMC5	NM_001199163	5.54E-05	-1.59765
19908	8053763	NM_031902 // MRPS5 // mitochondrial ribosomal protein S5 // 2p11.2-q11.2 // 64969 /// X	MRPS5	NM_031902	0.000114112	-1.59764
24831	8103341	NM_001039580 // MAP9 // microtubule-associated protein 9 // 4q32.1 // 79884 /// XM_0067	MAP9	NM_001039580	0.000152317	-1.59716
31453	8166049	NM_001039091 // PRPS2 // phosphoribosyl pyrophosphate synthetase 2 // Xp22.2 // 5634 //	PRPS2	NM_001039091	0.000514335	-1.59696
4821	7902913	NM_001134419 // CDC7 // cell division cycle 7 // 1p22 // 8317 /// NM_001134420 // CDC7 	CDC7	NM_001134419	0.000411827	-1.59628
26020	8114628	NM_001258040 // HARS // histidyl-tRNA synthetase // 5q31.3 // 3035 /// NM_001258041 // 	HARS	NM_001258040	7.83E-06	-1.5958
27062	8124437	"NM_021018 // HIST1H3F // histone cluster 1, H3f // 6p22.2 // 8968 /// ENST00000618052 /"	HIST1H3F	NM_021018	0.00294926	-1.59558
10380	7957633	NM_006838 // METAP2 // methionyl aminopeptidase 2 // 12q22 // 10988 /// XM_005268583 //	METAP2	NM_006838	0.000165277	-1.59542
19240	8046759	"NM_001271581 // DNAJC10 // DnaJ (Hsp40) homolog, subfamily C, member 10 // 2q32.1 // 54"	DNAJC10	NM_001271581	0.0105631	-1.5953
11573	7970546	NM_152726 // MICU2 // mitochondrial calcium uptake 2 // 13q12.11 // 221154 /// XR_42921	MICU2	NM_152726	0.000402429	-1.59493
28535	8138834	NM_017946 // FKBP14 // FK506 binding protein 14 // 7p14.3 // 55033 /// NR_046478 // FKB	FKBP14	NM_017946	0.000499428	-1.59469
16570	8021101	NM_138443 // HAUS1 // HAUS augmin like complex subunit 1 // 18q21.1 // 115106 /// NR_02	HAUS1	NM_138443	2.20E-05	-1.59464
12341	7977674	"NM_007192 // SUPT16H // SPT16 homolog, facilitates chromatin remodeling subunit // 14q1"	SUPT16H	NM_007192	2.81E-05	-1.59425
20312	8058373	NM_018256 // WDR12 // WD repeat domain 12 // 2q33.2 // 55759 /// XM_011511469 // WDR12 	WDR12	NM_018256	0.00897368	-1.59423
24693	8102006	"NM_005908 // MANBA // mannosidase, beta A, lysosomal // 4q24 // 4126 /// XM_011531965 /"	MANBA	NM_005908	0.00561368	-1.59359
29060	8143684	"NM_004911 // PDIA4 // protein disulfide isomerase family A, member 4 // 7q35 // 9601 //"	PDIA4	NM_004911	0.000427927	-1.59334
22885	8084035	NM_001303425 // ZNF639 // zinc finger protein 639 // 3q26.33 // 51193 /// NM_001303426 	ZNF639	NM_001303425	0.00105034	-1.59315
11993	7974229	NM_014315 // KLHDC2 // kelch domain containing 2 // 14q21.3 // 23588 /// XM_006720094 /	KLHDC2	NM_014315	0.000164821	-1.59287
30474	8156295	NM_001282688 // SECISBP2 // SECIS binding protein 2 // 9q22.2 // 79048 /// NM_001282689	SECISBP2	NM_001282688	0.00174733	-1.58951
8399	7939093	"NM_181706 // DNAJC24 // DnaJ (Hsp40) homolog, subfamily C, member 24 // 11p13 // 120526"	DNAJC24	NM_181706	0.000288898	-1.58945
19271	8047174	"NM_001127257 // SLC39A10 // solute carrier family 39 (zinc transporter), member 10 // 2"	SLC39A10	NM_001127257	0.00321381	-1.58935
25043	8105136	NM_001297548 // ZNF131 // zinc finger protein 131 // 5p12 // 7690 /// NM_003432 // ZNF1	ZNF131	NM_001297548	0.000112711	-1.58874
26172	8116168	NM_001034833 // NHP2 // NHP2 ribonucleoprotein // 5q35.3 // 55651 /// NM_017838 // NHP2	NHP2	NM_001034833	2.61E-05	-1.58807
24386	8099107	NM_001145725 // LYAR // Ly1 antibody reactive // 4p16.3 // 55646 /// NM_017816 // LYAR 	LYAR	NM_001145725	0.00117981	-1.58729
25232	8107119	"NM_198507 // FAM174A // family with sequence similarity 174, member A // 5q21.1 // 3457"	FAM174A	NM_198507	0.00303562	-1.58707
4636	7901052	"NR_001457 // SNORD38B // small nucleolar RNA, C/D box 38B // 1p34.1 // 94163 /// ENST00"	SNORD38B	NR_001457	0.000284477	-1.5865
11462	7969374	"NM_001286746 // BORA // bora, aurora kinase A activator // 13q22.1 // 79866 /// NM_0012"	BORA	NM_001286746	0.0133352	-1.58583
9754	7951467	"NM_001301010 // ALKBH8 // alkB homolog 8, tRNA methyltransferase // 11q22.3 // 91801 //"	ALKBH8	NM_001301010	0.00100438	-1.58517
17565	8030950	NM_001172655 // ZNF701 // zinc finger protein 701 // 19q13.41 // 55762 /// NM_018260 //	ZNF701	NM_001172655	0.00162778	-1.5847
11492	7969651	"NM_006260 // DNAJC3 // DnaJ (Hsp40) homolog, subfamily C, member 3 // 13q32.1 // 5611 /"	DNAJC3	NM_006260	0.000452513	-1.58418
6679	7921738	NM_001276373 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// NM_0071	USF1	NM_001276373	2.51E-06	-1.58394
13217	7985873	NM_001308025 // TICRR // TOPBP1-interacting checkpoint and replication regulator // 15q	TICRR	NM_001308025	0.00511963	-1.5836
23666	8092265	NM_020409 // MRPL47 // mitochondrial ribosomal protein L47 // 3q26.33 // 57129 /// NM_1	MRPL47	NM_020409	1.85E-05	-1.58326
26599	8120165	NM_018132 // CENPQ // centromere protein Q // 6p12.3 // 55166 /// XM_005249205 // CENPQ	CENPQ	NM_018132	0.00304668	-1.5817
19655	8051372	NM_001137602 // MEMO1 // mediator of cell motility 1 // 2p22-p21 // 51072 /// NM_001301	MEMO1	NM_001137602	0.00252698	-1.58073
28511	8138670	NM_002137 // HNRNPA2B1 // heterogeneous nuclear ribonucleoprotein A2/B1 // 7p15 // 3181	HNRNPA2B1	NM_002137	4.47E-05	-1.58004
26309	8117330	"NM_003529 // HIST1H3A // histone cluster 1, H3a // 6p22.2 // 8350 /// ENST00000613854 /"	HIST1H3A	NM_003529	0.00656014	-1.57987
10009	7953965	"BC087847 // LOC255308 // eukaryotic translation initiation factor 2, subunit 3 gamma, 5"	LOC255308	BC087847	0.00849908	-1.57953
32089	8171381	NM_001018113 // FANCB // Fanconi anemia complementation group B // Xp22.2 // 2187 /// N	FANCB	NM_001018113	0.0080016	-1.57907
12058	7974870	NM_003082 // SNAPC1 // small nuclear RNA activating complex polypeptide 1 // 14q22 // 6	SNAPC1	NM_003082	0.00120884	-1.57828
17169	8026971	"NM_006332 // IFI30 // interferon, gamma-inducible protein 30 // 19p13.1 // 10437 /// EN"	IFI30	NM_006332	0.00463167	-1.57799
29538	8148158	"NM_001145088 // TBC1D31 // TBC1 domain family, member 31 // 8q24.13 // 93594 /// NM_145"	TBC1D31	NM_001145088	9.20E-06	-1.57786
5569	7910550	NM_005999 // TSNAX // translin-associated factor X // 1q42.1 // 7257 /// NR_028393 // T	TSNAX	NM_005999	1.74E-05	-1.57757
30549	8157038	"NM_001286730 // SLC44A1 // solute carrier family 44 (choline transporter), member 1 // "	SLC44A1	NM_001286730	0.00055443	-1.57739
6961	7924603	NM_002296 // LBR // lamin B receptor // 1q42.1 // 3930 /// NM_194442 // LBR // lamin B 	LBR	NM_002296	0.00873583	-1.57668
12449	7978776	NM_018353 // MIS18BP1 // MIS18 binding protein 1 // 14q21.2 // 55320 /// XM_005267833 /	MIS18BP1	NM_018353	0.00142326	-1.57655
24880	8103684	NM_017867 // C4orf27 // chromosome 4 open reading frame 27 // 4q33 // 54969 /// ENST000	HPF1	NM_017867	0.000154712	-1.5759
26144	8115865	NM_001159651 // BOD1 // biorientation of chromosomes in cell division 1 // 5q35.2 // 91	BOD1	NM_001159651	0.000540714	-1.5752
21437	8069574	NM_001100420 // C21orf91 // chromosome 21 open reading frame 91 // 21q21.1 // 54149 ///	C21orf91	NM_001100420	0.0050204	-1.57459
22756	8082911	NM_001190796 // NCK1 // NCK adaptor protein 1 // 3q21 // 4690 /// NM_001291999 // NCK1 	NCK1	NM_001190796	0.00639367	-1.57438
12717	7981481	NM_001127393 // C14orf2 // chromosome 14 open reading frame 2 // 14q32.33 // 9556 /// N	C14orf2	NM_001127393	0.000594442	-1.57408
25703	8111960	NM_198566 // C5orf34 // chromosome 5 open reading frame 34 // 5p12 // 375444 /// XM_011	C5orf34	NM_198566	0.000984499	-1.57354
31872	8169617	NM_001282621 // PGRMC1 // progesterone receptor membrane component 1 // Xq22-q24 // 108	PGRMC1	NM_001282621	0.000146043	-1.57342
21482	8069933	NM_018944 // MIS18A // MIS18 kinetochore protein A // 21q22.11 // 54069 /// ENST0000029	MIS18A	NM_018944	0.000217869	-1.57265
28988	8143028	NM_017812 // CHCHD3 // coiled-coil-helix-coiled-coil-helix domain containing 3 // 7q33 	CHCHD3	NM_017812	0.000713802	-1.57238
25564	8110486	NM_001136116 // ZNF879 // zinc finger protein 879 // 5q35.3 // 345462 /// XM_005265908 	ZNF879	NM_001136116	0.000458888	-1.57212
20574	8061129	NM_001310338 // MGME1 // mitochondrial genome maintenance exonuclease 1 // 20p11.23 // 	MGME1	NM_001310338	0.00116276	-1.57145
26114	8115606	"NM_006425 // SLU7 // SLU7 homolog, splicing factor // 5q33.3 // 10569 /// XM_005265793 "	SLU7	NM_006425	0.000104857	-1.57055
15504	8009932	NM_001301839 // SAP30BP // SAP30 binding protein // 17q25.1 // 29115 /// NM_001301855 /	SAP30BP	NM_001301839	7.44E-06	-1.56972
