S3 Table. Full list of DEGs identified in vEDS patients' skin fibroblasts.						
Column #	Transcript ID	gene_assignment	Gene Symbol	RefSeq	p-value adjusted (FDR 5%)	Fold-Change 
23470	8090448	NM_003707 // RUVBL1 // RuvB-like AAA ATPase 1 // 3q21 // 8607 /// XM_005247841 // RUVBL	RUVBL1	NM_003707	0.000654446	-1.56887
19233	8046680	"NM_019091 // PLEKHA3 // pleckstrin homology domain containing, family A (phosphoinositi"	PLEKHA3	NM_019091	0.00472855	-1.56878
28060	8134219	NM_001257998 // VPS50 // VPS50 EARP/GARPII complex subunit // 7q21.3 // 55610 /// NM_01	VPS50	NM_001257998	0.00414431	-1.56838
18380	8038925	NM_001199324 // ZNF615 // zinc finger protein 615 // 19q13.41 // 284370 /// NM_198480 /	ZNF615	NM_001199324	0.00470048	-1.56802
20279	8058052	NM_002156 // HSPD1 // heat shock 60kDa protein 1 (chaperonin) // 2q33.1 // 3329 /// NM_	HSPD1	NM_002156	0.000264426	-1.56729
13932	7993664	NM_001199022 // CCP110 // centriolar coiled coil protein 110kDa // 16p12.3 // 9738 /// 	CCP110	NM_001199022	0.00246004	-1.56704
28834	8141395	NM_001278595 // MCM7 // minichromosome maintenance complex component 7 // 7q21.3-q22.1 	MCM7	NM_001278595	0.00912653	-1.56664
32127	8171823	NM_024122 // APOO // apolipoprotein O // Xp22.11 // 79135 /// NR_026545 // APOO // apol	APOO	NM_024122	0.00109254	-1.56653
25884	8113403	NM_017676 // GIN1 // gypsy retrotransposon integrase 1 // 5q21.1 // 54826 /// XM_005272	GIN1	NM_017676	0.000750948	-1.56652
7787	7933047	NM_001198777 // CUL2 // cullin 2 // 10p11.21 // 8453 /// NM_001198778 // CUL2 // cullin	CUL2	NM_001198777	5.98E-05	-1.56642
30689	8158560	"NM_014506 // TOR1B // torsin family 1, member B (torsin B) // 9q34 // 27348 /// XM_0052"	TOR1B	NM_014506	0.000216591	-1.56588
7826	7933290	NM_133447 // AGAP11 // ankyrin repeat and GTPase domain Arf GTPase activating protein 1	AGAP11	NM_133447	0.000396928	-1.56563
8756	7942465	NM_016055 // MRPL48 // mitochondrial ribosomal protein L48 // 11q13.4 // 51642 /// XM_0	MRPL48	NM_016055	0.00262392	-1.56554
24062	8096109	NM_001297767 // MRPS18C // mitochondrial ribosomal protein S18C // 4q21.23 // 51023 ///	MRPS18C	NM_001297767	0.00345119	-1.56526
10983	7964347	NM_001130963 // NEMP1 // nuclear envelope integral membrane protein 1 // 12q13.3 // 233	NEMP1	NM_001130963	0.00478217	-1.56422
8052	7935692	NM_001100626 // ERLIN1 // ER lipid raft associated 1 // 10q24.31 // 10613 /// NM_006459	ERLIN1	NM_001100626	0.00079026	-1.56351
9698	7951036	"NR_003033 // SNORD5 // small nucleolar RNA, C/D box 5 // 11q21 // 692072 /// ENST000004"	SNORD5	NR_003033	0.00535982	-1.56328
4508	7899604	"NM_001282566 // ZCCHC17 // zinc finger, CCHC domain containing 17 // 1p35.2 // 51538 //"	ZCCHC17	NM_001282566	4.05E-09	-1.56287
18647	8041360	NM_001193509 // TTC27 // tetratricopeptide repeat domain 27 // 2p22.3 // 55622 /// NM_0	TTC27	NM_001193509	0.00643909	-1.56232
11593	7970704	NM_001166261 // MTIF3 // mitochondrial translational initiation factor 3 // 13q12.2 // 	MTIF3	NM_001166261	0.000195875	-1.56201
31911	8169949	NM_001042452 // STK26 // serine/threonine protein kinase 26 // Xq26.2 // 51765 /// NM_0	STK26	NM_001042452	0.000702963	-1.56021
9324	7947674	AK025353 // RPS10P19 // ribosomal protein S10 pseudogene 19 // 11p11.2 // 100271350	RPS10P19	AK025353	0.000428312	-1.55996
10525	7959322	"NM_001261400 // PSMD9 // proteasome 26S subunit, non-ATPase 9 // 12q24.31-q24.32 // 571"	PSMD9	NM_001261400	1.45E-05	-1.55977
10232	7956076	NM_001290230 // CDK2 // cyclin-dependent kinase 2 // 12q13 // 1017 /// NM_001798 // CDK	CDK2	NM_001290230	0.000922336	-1.55924
19759	8052562	"NM_001256721 // CCT4 // chaperonin containing TCP1, subunit 4 (delta) // 2p15 // 10575 "	CCT4	NM_001256721	1.93E-05	-1.559
27038	8124273	NM_030939 // C6orf62 // chromosome 6 open reading frame 62 // 6p22.3 // 81688 /// XM_00	C6orf62	NM_030939	0.000294126	-1.55891
26790	8121794	"NM_001286138 // SMPDL3A // sphingomyelin phosphodiesterase, acid-like 3A // 6q22.31 // "	SMPDL3A	NM_001286138	0.00110148	-1.5588
9692	7950990	"NM_001286139 // SLC36A4 // solute carrier family 36 (proton/amino acid symporter), memb"	SLC36A4	NM_001286139	8.58E-05	-1.55878
10786	7962146	"NM_001135811 // FAM60A // family with sequence similarity 60, member A // 12p11 // 5851"	FAM60A	NM_001135811	0.00542228	-1.55869
30822	8160033	OTTHUMT00000051687 // SNRPEP2 // small nuclear ribonucleoprotein polypeptide E pseudoge	SNRPEP2	OTTHUMT00000051687	0.000288572	-1.55801
28605	8139421	"NM_012412 // H2AFV // H2A histone family, member V // 7p13 // 94239 /// NM_138635 // H2"	H2AFV	NM_012412	0.000261621	-1.5571
8962	7944375	NM_016146 // TRAPPC4 // trafficking protein particle complex 4 // 11q23.3 // 51399 /// 	TRAPPC4	NM_016146	0.000216369	-1.55569
11983	7974146	NM_017922 // PRPF39 // pre-mRNA processing factor 39 // 14q21.2 // 55015 /// ENST000003	PRPF39	NM_017922	0.000371502	-1.55568
10039	7954185	NM_001300779 // DERA // deoxyribose-phosphate aldolase (putative) // 12p12.3 // 51071 /	DERA	NM_001300779	0.000130511	-1.55559
10457	7958666	"NM_013300 // FAM216A // family with sequence similarity 216, member A // 12q24.11 // 29"	FAM216A	NM_013300	0.00145591	-1.55555
12931	7982868	NM_001142776 // CHAC1 // ChaC glutathione-specific gamma-glutamylcyclotransferase 1 // 	CHAC1	NM_001142776	0.00546589	-1.55517
6128	7916262	NM_001304759 // C1orf123 // chromosome 1 open reading frame 123 // 1p32.3 // 54987 /// 	C1orf123	NM_001304759	7.13E-05	-1.55481
10386	7957715	"NM_001135175 // NEDD1 // neural precursor cell expressed, developmentally down-regulate"	NEDD1	NM_001135175	0.00523774	-1.55423
30067	8152340	NM_001128211 // NUDCD1 // NudC domain containing 1 // 8q23 // 84955 /// NM_032869 // NU	NUDCD1	NM_001128211	7.25E-05	-1.55404
20712	8062571	"NM_030919 // FAM83D // family with sequence similarity 83, member D // 20q11.23 // 8161"	FAM83D	NM_030919	0.00939219	-1.55332
11810	7972682	NM_024089 // KDELC1 // KDEL (Lys-Asp-Glu-Leu) containing 1 // 13q33 // 79070 /// XM_005	KDELC1	NM_024089	0.00265939	-1.55304
31350	8165156	NM_001039707 // SDCCAG3 // serologically defined colon cancer antigen 3 // 9q34.3 // 10	SDCCAG3	NM_001039707	0.00715943	-1.55295
20729	8062766	NM_001278610 // MYBL2 // v-myb avian myeloblastosis viral oncogene homolog-like 2 // 20	MYBL2	NM_001278610	0.00370661	-1.5528
4502	7899534	NM_001166005 // EPB41 // erythrocyte membrane protein band 4.1 // 1p33-p32 // 2035 /// 	EPB41	NM_001166005	0.00735637	-1.55181
19599	8050689	NM_001142319 // C2orf44 // chromosome 2 open reading frame 44 // 2p23.3 // 80304 /// NM	WDCP	NM_001142319	0.000309591	-1.54999
23434	8089988	NM_001017928 // CCDC58 // coiled-coil domain containing 58 // 3q21.1 // 131076 /// NM_0	CCDC58	NM_001017928	0.000137517	-1.54987
25948	8113981	"NM_001017973 // P4HA2 // prolyl 4-hydroxylase, alpha polypeptide II // 5q31 // 8974 ///"	P4HA2	NM_001017973	0.0134728	-1.54895
5938	7914212	"NR_002987 // SNORA61 // small nucleolar RNA, H/ACA box 61 // 1p35.3 // 677838 /// ENST0"	SNORA61	NR_002987	0.000736464	-1.54851
4959	7904364	NM_006784 // WDR3 // WD repeat domain 3 // 1p12 // 10885 /// ENST00000349139 // WDR3 //	WDR3	NM_006784	0.00121492	-1.54842
30077	8152477	NM_006265 // RAD21 // RAD21 cohesin complex component // 8q24 // 5885 /// ENST000002973	RAD21	NM_006265	0.000617622	-1.54819
23522	8090960	NM_016216 // DBR1 // debranching RNA lariats 1 // 3q22.3 // 51163 /// ENST00000260803 /	DBR1	NM_016216	2.63E-05	-1.54781
10365	7957540	NM_014050 // MRPL42 // mitochondrial ribosomal protein L42 // 12q22 // 28977 /// NM_172	MRPL42	NM_014050	0.0139194	-1.54714
22933	8084694	NM_001967 // EIF4A2 // eukaryotic translation initiation factor 4A2 // 3q28 // 1974 ///	EIF4A2	NM_001967	0.000169623	-1.54643
22779	8083136	"NM_001679 // ATP1B3 // ATPase, Na+/K+ transporting, beta 3 polypeptide // 3q23 // 483 /"	ATP1B3	NM_001679	0.00575256	-1.54634
32499	8175177	NM_001170701 // MBNL3 // muscleblind-like splicing regulator 3 // Xq26.2 // 55796 /// N	MBNL3	NM_001170701	0.00759802	-1.54631
6267	7917676	"NM_053274 // GLMN // glomulin, FKBP associated protein // 1p22.1 // 11146 /// XM_005270"	GLMN	NM_053274	0.00542915	-1.5462
18393	8039006	NM_207333 // ZNF320 // zinc finger protein 320 // 19q13.41 // 162967 /// XM_006723059 /	ZNF320	NM_207333	0.00110614	-1.54615
23039	8085571	NM_001301790 // METTL6 // methyltransferase like 6 // 3p25.1 // 131965 /// NM_001301791	METTL6	NM_001301790	2.06E-07	-1.5457
15377	8008598	NM_001102402 // PCTP // phosphatidylcholine transfer protein // 17q21-q24 // 58488 /// 	PCTP	NM_001102402	8.39E-05	-1.54558
13868	7992987	NM_001127204 // HMOX2 // heme oxygenase 2 // 16p13.3 // 3163 /// NM_001127205 // HMOX2 	HMOX2	NM_001127204	0.000118476	-1.54544
14673	8001496	NM_007006 // NUDT21 // nudix hydrolase 21 // 16q12.2 // 11051 /// ENST00000300291 // NU	NUDT21	NM_007006	4.83E-05	-1.54528
22974	8084947	NM_001105573 // FBXO45 // F-box protein 45 // 3q29 // 200933 /// ENST00000311630 // FBX	FBXO45	NM_001105573	1.13E-05	-1.54504
12394	7978260	NM_001136050 // DHRS1 // dehydrogenase/reductase (SDR family) member 1 // 14q12 // 1158	DHRS1	NM_001136050	0.0018712	-1.5444
11186	7966343	ENST00000551655 // VPS29 // VPS29 retromer complex component // 12q24 // 51699 /// OTTH	VPS29	ENST00000551655	0.00892396	-1.54439
24430	8099541	NM_000320 // QDPR // quinoid dihydropteridine reductase // 4p15.31 // 5860 /// NM_00130	QDPR	NM_000320	0.000212121	-1.5443
17664	8031744	NM_006959 // ZNF17 // zinc finger protein 17 // 19q13.4 // 7565 /// XM_006723352 // ZNF	ZNF17	NM_006959	6.84E-05	-1.54414
27085	8124537	"NM_003535 // HIST1H3J // histone cluster 1, H3j // 6p22.1 // 8356 /// ENST00000359303 /"	HIST1H3J	NM_003535	0.000814379	-1.54251
10324	7957161	"NM_031435 // THAP2 // THAP domain containing, apoptosis associated protein 2 // 12q21.1"	THAP2	NM_031435	0.00934792	-1.54078
22673	8081953	NM_005513 // GTF2E1 // general transcription factor IIE subunit 1 // 3q21-q24 // 2960 /	GTF2E1	NM_005513	0.00071166	-1.54022
8322	7938295	NM_000990 // RPL27A // ribosomal protein L27a // 11p15 // 6157 /// ENST00000314138 // R	RPL27A	NM_000990	0.00246734	-1.5399
17035	8025584	"NR_004381 // SNORD105 // small nucleolar RNA, C/D box 105 // 19p13.2 // 692229 /// ENST"	SNORD105	NR_004381	0.00132517	-1.53978
31919	8170015	NM_152695 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523 /// XM_011531312 // 	ZNF449	NM_152695	0.000800917	-1.53975
27252	8126259	NM_145063 // OARD1 // O-acyl-ADP-ribose deacylase 1 // 6p21.1 // 221443 /// ENST0000037	OARD1	NM_145063	0.00162617	-1.53851
16067	8015955	NM_001098833 // ATXN7L3 // ataxin 7-like 3 // 17q21.31 // 56970 /// NM_020218 // ATXN7L	ATXN7L3	NM_001098833	6.09E-06	-1.53789
7003	7925028	"NM_198552 // FAM89A // family with sequence similarity 89, member A // 1q42.2 // 375061"	FAM89A	NM_198552	0.000458634	-1.53749
21193	8067206	BC137482 // CTCFL // CCCTC-binding factor (zinc finger protein)-like // 20q13.31 // 140	CTCFL	BC137482	0.00176809	-1.53545
16111	8016402	NM_001127228 // CBX1 // chromobox homolog 1 // 17q21.32 // 10951 /// NM_006807 // CBX1 	CBX1	NM_001127228	5.55E-05	-1.53531
31519	8166630	OTTHUMT00000056165 // CKS1BP6 // CDC28 protein kinase regulatory subunit 1B pseudogene 	CKS1BP6	OTTHUMT00000056165	7.50E-05	-1.53502
7538	7930304	NM_001191002 // GSTO1 // glutathione S-transferase omega 1 // 10q25.1 // 9446 /// NM_00	GSTO1	NM_001191002	0.00902481	-1.53497
11443	7969271	"NM_001130912 // SUGT1 // SGT1 homolog, MIS12 kinetochore complex assembly cochaperone /"	SUGT1	NM_001130912	0.00955544	-1.53482
13892	7993185	NM_001278506 // NUBP1 // nucleotide binding protein 1 // 16p13.13 // 4682 /// NM_002484	NUBP1	NM_001278506	0.0002462	-1.53395
21074	8066074	"NM_001145315 // DSN1 // DSN1 homolog, MIS12 kinetochore complex component // 20q11.23 /"	DSN1	NM_001145315	0.00385139	-1.53376
29476	8147548	"NM_001145860 // POP1 // POP1 homolog, ribonuclease P/MRP subunit // 8q22.1 // 10940 ///"	POP1	NM_001145860	9.33E-06	-1.53376
29494	8147724	"NM_001695 // ATP6V1C1 // ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 // 8q2"	ATP6V1C1	NM_001695	0.00874746	-1.5336
6969	7924712	NM_001270409 // LIN9 // lin-9 DREAM MuvB core complex component // 1q42.12 // 286826 //	LIN9	NM_001270409	0.00215322	-1.53299
6727	7922268	NM_001204514 // KIFAP3 // kinesin-associated protein 3 // 1q24.2 // 22920 /// NM_001204	KIFAP3	NM_001204514	1.54E-06	-1.53279
25704	8111974	NM_006451 // PAIP1 // poly(A) binding protein interacting protein 1 // 5p12 // 10605 //	PAIP1	NM_006451	0.0011693	-1.53278
29728	8149551	NM_015310 // PSD3 // pleckstrin and Sec7 domain containing 3 // 8p21.3 // 23362 /// NM_	PSD3	NM_015310	0.00108352	-1.53276
27791	8131927	"NM_001303037 // MPP6 // membrane protein, palmitoylated 6 // 7p15 // 51678 /// NM_01644"	MPP6	NM_001303037	0.00159965	-1.53233
16591	8021286	NM_001288980 // C18orf54 // chromosome 18 open reading frame 54 // 18q21.2 // 162681 //	C18orf54	NM_001288980	0.0038305	-1.53228
29049	8143605	NM_001206938 // TCAF1 // TRPM8 channel-associated factor 1 // 7q35 // 9747 /// NM_01471	TCAF1	NM_001206938	0.000228637	-1.53227
19542	8050060	NM_003310 // TSSC1 // tumor suppressing subtransferable candidate 1 // 2p25.3 // 7260 /	TSSC1	NM_003310	1.48E-05	-1.5321
12617	7980463	NM_012245 // SNW1 // SNW domain containing 1 // 14q24.3 // 22938 /// XM_005267413 // SN	SNW1	NM_012245	0.000188326	-1.53192
19032	8044919	NM_002881 // RALB // v-ral simian leukemia viral oncogene homolog B // 2q14.2 // 5899 /	RALB	NM_002881	0.0087616	-1.53171
32388	8174253	NM_001142418 // MORF4L2 // mortality factor 4 like 2 // Xq22 // 9643 /// NM_001142419 /	MORF4L2	NM_001142418	8.21E-07	-1.53154
4785	7902527	NM_000959 // PTGFR // prostaglandin F receptor (FP) // 1p31.1 // 5737 /// NM_001039585 	PTGFR	NM_000959	0.00611535	-1.53125
7812	7933186	NM_001005368 // ZNF32 // zinc finger protein 32 // 10q22-q25 // 7580 /// NM_006973 // Z	ZNF32	NM_001005368	0.000662446	-1.5312
5283	7907213	"NM_001146039 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// NM_152281 // G"	GORAB	NM_001146039	0.000190761	-1.53026
22274	8077781	"NM_000551 // VHL // von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase // "	VHL	NM_000551	2.19E-05	-1.52992
7750	7932703	NM_001042473 // ACBD5 // acyl-CoA binding domain containing 5 // 10p12.1 // 91452 /// N	ACBD5	NM_001042473	9.02E-05	-1.52942
6925	7924190	NM_001300753 // ANGEL2 // angel homolog 2 (Drosophila) // 1q32.3 // 90806 /// NM_001300	ANGEL2	NM_001300753	6.85E-05	-1.52934
12171	7976128	NM_001288781 // TTC8 // tetratricopeptide repeat domain 8 // 14q31.3 // 123016 /// NM_0	TTC8	NM_001288781	0.00454133	-1.52906
11183	7966315	NM_001278556 // ARPC3 // actin related protein 2/3 complex subunit 3 // 12q24.11 // 100	ARPC3	NM_001278556	5.91E-05	-1.52899
15872	8014037	NM_015986 // CRLF3 // cytokine receptor-like factor 3 // 17q11.2 // 51379 /// NR_073118	CRLF3	NM_015986	0.000223243	-1.52841
10532	7959473	NM_003677 // DENR // density-regulated protein // 12q24.31 // 8562 /// ENST00000280557 	DENR	NM_003677	0.000347259	-1.52841
22192	8076668	NM_001099294 // KIAA1644 // KIAA1644 // --- // 85352 /// XM_005261790 // KIAA1644 // KI	KIAA1644	NM_001099294	0.0028962	-1.52831
29962	8151549	NM_001144878 // IMPA1 // inositol(myo)-1(or 4)-monophosphatase 1 // 8q21.13-q21.3 // 36	IMPA1	NM_001144878	0.000481698	-1.52715
11442	7969263	NM_001011724 // HNRNPA1L2 // heterogeneous nuclear ribonucleoprotein A1-like 2 // 13q14	HNRNPA1L2	NM_001011724	0.000250713	-1.5269
19995	8054769	AY427952 // PS1TP4 // HBV preS1-transactivated protein 4 // --- // 414327	PS1TP4	AY427952	2.64E-05	-1.52679
18731	8042270	NM_001001521 // UGP2 // UDP-glucose pyrophosphorylase 2 // 2p14-p13 // 7360 /// NM_0067	UGP2	NM_001001521	0.000189777	-1.52584
28807	8141150	NM_001178075 // ASNS // asparagine synthetase (glutamine-hydrolyzing) // 7q21.3 // 440 	ASNS	NM_001178075	0.00224987	-1.52533
16168	8016870	NM_016070 // MRPS23 // mitochondrial ribosomal protein S23 // 17q22-q23 // 51649 /// EN	MRPS23	NM_016070	1.24E-05	-1.52524
28766	8140730	"NM_024315 // TMEM243 // transmembrane protein 243, mitochondrial // 7q21.12 // 79161 //"	TMEM243	NM_024315	4.79E-05	-1.52471
24466	8099860	NM_001204747 // RFC1 // replication factor C subunit 1 // 4p14-p13 // 5981 /// NM_00291	RFC1	NM_001204747	0.000267183	-1.52466
28022	8133788	"NM_001131008 // PTPN12 // protein tyrosine phosphatase, non-receptor type 12 // 7q11.23"	PTPN12	NM_001131008	5.80E-05	-1.52416
22904	8084219	NM_017644 // KLHL24 // kelch-like family member 24 // 3q27.1 // 54800 /// XM_005247552 	KLHL24	NM_017644	0.00505759	-1.52403
28172	8135464	NM_000108 // DLD // dihydrolipoamide dehydrogenase // 7q31-q32 // 1738 /// NM_001289750	DLD	NM_000108	0.00160274	-1.52397
24137	8096905	NM_001128426 // AP1AR // adaptor-related protein complex 1 associated regulatory protei	AP1AR	NM_001128426	0.00152429	-1.52392
22514	8080621	NM_001012506 // CCDC66 // coiled-coil domain containing 66 // 3p14.3 // 285331 /// NM_0	CCDC66	NM_001012506	0.00424342	-1.52351
29301	8145889	NM_004095 // EIF4EBP1 // eukaryotic translation initiation factor 4E binding protein 1 	EIF4EBP1	NM_004095	0.00102057	-1.52259
11585	7970655	NM_004685 // MTMR6 // myotubularin related protein 6 // 13q12 // 9107 /// XM_011535306 	MTMR6	NM_004685	0.000137939	-1.52171
17404	8029360	NM_013361 // ZNF223 // zinc finger protein 223 // 19q13.2 // 7766 /// ENST00000434772 /	ZNF223	NM_013361	0.00070639	-1.52067
15659	8011832	NM_002532 // NUP88 // nucleoporin 88kDa // 17p13.2 // 4927 /// XM_005256659 // NUP88 //	NUP88	NM_002532	0.00140783	-1.51986
9696	7951032	"NR_003026 // SNORA1 // small nucleolar RNA, H/ACA box 1 // 11q21 // 677792 /// ENST0000"	SNORA1	NR_003026	0.00409019	-1.51936
28151	8135235	NM_004279 // PMPCB // peptidase (mitochondrial processing) beta // 7q22.1 // 9512 /// X	PMPCB	NM_004279	2.14E-05	-1.51871
23399	8089627	NM_144718 // SPICE1 // spindle and centriole associated protein 1 // 3q13.2 // 152185 /	SPICE1	NM_144718	0.000386631	-1.51759
7142	7926283	NM_003675 // PRPF18 // pre-mRNA processing factor 18 // 10p13 // 8559 /// XM_005252634 	PRPF18	NM_003675	5.56E-05	-1.51755
32188	8172358	NM_004182 // UXT // ubiquitously expressed prefoldin like chaperone // Xp11.23-p11.22 /	UXT	NM_004182	2.33E-07	-1.51752
19765	8052598	NM_001042692 // WDPCP // WD repeat containing planar cell polarity effector // 2p15 // 	WDPCP	NM_001042692	0.00156671	-1.51732
13353	7987172	NM_020154 // EMC7 // ER membrane protein complex subunit 7 // 15q14 // 56851 /// ENST00	EMC7	NM_020154	0.00013652	-1.51675
28284	8136614	NM_018238 // AGK // acylglycerol kinase // 7q34 // 55750 /// XM_005250023 // AGK // acy	AGK	NM_018238	0.000348547	-1.51646
6995	7924923	NM_018230 // NUP133 // nucleoporin 133kDa // 1q42.13 // 55746 /// ENST00000261396 // NU	NUP133	NM_018230	4.38E-05	-1.51646
26041	8114861	NM_020117 // LARS // leucyl-tRNA synthetase // 5q32 // 51520 /// XM_011537655 // LARS /	LARS	NM_020117	0.000179835	-1.51598
14699	8001782	AY952889 // RPS27A // ribosomal protein S27a // 2p16 // 6233	RPS27A	AY952889	0.00778937	-1.51569
29276	8145702	"NM_000553 // WRN // Werner syndrome, RecQ helicase-like // 8p12 // 7486 /// XM_01154463"	WRN	NM_000553	0.00550594	-1.51557
20189	8056716	NM_001293186 // METTL5 // methyltransferase like 5 // 2q31.1 // 29081 /// NM_001293187 	METTL5	NM_001293186	4.43E-06	-1.51553
4386	7898549	"NM_016183 // MRTO4 // MRT4 homolog, ribosome maturation factor // 1p36.13 // 51154 /// "	MRTO4	NM_016183	0.000147353	-1.51553
6306	7918050	BX648992 // RPSAP19 // ribosomal protein SA pseudogene 19 // 1p21.1 // 730029	RPSAP19	BX648992	8.70E-05	-1.5146
26198	8116494	NM_001172638 // ZFP62 // ZFP62 zinc finger protein // 5q35.3 // 643836 /// NM_152283 //	ZFP62	NM_001172638	6.48E-05	-1.51445
29302	8145894	"NM_001105214 // ASH2L // ash2 (absent, small, or homeotic)-like (Drosophila) // 8p11.2 "	ASH2L	NM_001105214	7.61E-05	-1.51444
27782	8131860	NM_138446 // MALSU1 // mitochondrial assembly of ribosomal large subunit 1 // 7p15.3 //	MALSU1	NM_138446	4.44E-05	-1.5144
22348	8078529	NM_001292049 // STAC // SH3 and cysteine rich domain // 3p22.3 // 6769 /// NM_003149 //	STAC	NM_001292049	0.00686981	-1.51439
31064	8162086	NM_001286715 // AGTPBP1 // ATP/GTP binding protein 1 // 9q21.33 // 23287 /// NM_0012867	AGTPBP1	NM_001286715	9.86E-05	-1.5138
12052	7974799	NM_001177963 // MNAT1 // MNAT CDK-activating kinase assembly factor 1 // 14q23 // 4331 	MNAT1	NM_001177963	0.000594721	-1.51377
16344	8019046	NM_014740 // EIF4A3 // eukaryotic translation initiation factor 4A3 // 17q25.3 // 9775 	EIF4A3	NM_014740	3.01E-05	-1.51346
5491	7909745	NM_016121 // KCTD3 // potassium channel tetramerization domain containing 3 // 1q41 // 	KCTD3	NM_016121	0.00120209	-1.51325
25804	8112772	"NM_001271769 // AP3B1 // adaptor-related protein complex 3, beta 1 subunit // 5q14.1 //"	AP3B1	NM_001271769	3.88E-05	-1.51303
18690	8041888	NM_000179 // MSH6 // mutS homolog 6 // 2p16 // 2956 /// NM_001281492 // MSH6 // mutS ho	MSH6	NM_000179	0.00248624	-1.51214
26351	8117589	"NM_003536 // HIST1H3H // histone cluster 1, H3h // 6p22.1 // 8357 /// ENST00000369163 /"	HIST1H3H	NM_003536	0.00463506	-1.51185
7486	7929719	NM_001256619 // R3HCC1L // R3H domain and coiled-coil containing 1-like // 10q24.2 // 2	R3HCC1L	NM_001256619	2.73E-07	-1.51154
11352	7968270	"NR_002162 // ATP5EP2 // ATP synthase, H+ transporting, mitochondrial F1 complex, epsilo"	ATP5EP2	NR_002162	0.000407913	-1.51112
18927	8043861	NM_015904 // EIF5B // eukaryotic translation initiation factor 5B // 2q11.2 // 9669 ///	EIF5B	NM_015904	0.00118657	-1.51106
11583	7970624	NM_018451 // CENPJ // centromere protein J // 13q12.12 // 55835 /// NR_047594 // CENPJ 	CENPJ	NM_018451	0.0053098	-1.51101
30841	8160284	NM_001270890 // HAUS6 // HAUS augmin like complex subunit 6 // 9p22.1 // 54801 /// NM_0	HAUS6	NM_001270890	0.000135792	-1.51018
19348	8047854	NM_001142300 // CCNYL1 // cyclin Y like 1 // 2q33.3 // 151195 /// NM_152523 // CCNYL1 /	CCNYL1	NM_001142300	0.00415673	-1.5099
13051	7984190	NM_016213 // TRIP4 // thyroid hormone receptor interactor 4 // 15q22.31 // 9325 /// XM_	TRIP4	NM_016213	0.000265811	-1.50977
30522	8156761	NM_018946 // NANS // N-acetylneuraminic acid synthase // 9p24.1-p23 // 54187 /// XM_011	NANS	NM_018946	0.00978379	-1.50898
27002	8123961	"NM_001143964 // TBC1D7 // TBC1 domain family, member 7 // 6p24.1 // 51256 /// NM_001143"	TBC1D7	NM_001143964	0.00598348	-1.50828
20397	8059319	NM_005687 // FARSB // phenylalanyl-tRNA synthetase beta subunit // 2q36.1 // 10056 /// 	FARSB	NM_005687	0.000367237	-1.50813
10581	7960117	NM_018663 // PXMP2 // peroxisomal membrane protein 2 // 12q24.33 // 5827 /// ENST000003	PXMP2	NM_018663	4.09E-05	-1.50749
4683	7901447	NM_032864 // PRPF38A // pre-mRNA processing factor 38A // 1p32.3 // 84950 /// XM_011542	PRPF38A	NM_032864	1.64E-06	-1.50731
30281	8154670	NM_001099222 // IFT74 // intraflagellar transport 74 // 9p21.2 // 80173 /// NM_00109922	IFT74	NM_001099222	0.00659264	-1.50715
18926	8043848	NM_145212 // MRPL30 // mitochondrial ribosomal protein L30 // 2q11.2 // 51263 /// NR_02	MRPL30	NM_145212	0.000102519	-1.50699
23627	8091941	NM_007217 // PDCD10 // programmed cell death 10 // 3q26.1 // 11235 /// NM_145859 // PDC	PDCD10	NM_007217	0.00377839	-1.50649
24782	8102860	"NM_002107 // H3F3A // H3 histone, family 3A // 1q42.12 // 3020 /// NR_002315 // H3F3AP4"	H3F3A	NM_002107	8.41E-05	-1.50643
15150	8006325	NM_015355 // SUZ12 // SUZ12 polycomb repressive complex 2 subunit // 17q11.2 // 23512 /	SUZ12	NM_015355	0.00739362	-1.50599
29547	8148263	NM_017956 // TRMT12 // tRNA methyltransferase 12 homolog (S. cerevisiae) // 8q24.13 // 	TRMT12	NM_017956	0.00197835	-1.50559
30580	8157283	NM_001244926 // PRPF4 // pre-mRNA processing factor 4 // 9q31-q33 // 9128 /// NM_004697	PRPF4	NM_001244926	0.000108845	-1.50546
12012	7974372	NM_001099652 // GPR137C // G protein-coupled receptor 137C // 14q22.1 // 283554 /// ENS	GPR137C	NM_001099652	0.00398481	-1.50506
28971	8142878	AF503918 // CDC26 // cell division cycle 26 // 9q32 // 246184	CDC26	AF503918	0.00147257	-1.50489
15867	8014008	NM_000386 // BLMH // bleomycin hydrolase // 17q11.2 // 642 /// ENST00000261714 // BLMH 	BLMH	NM_000386	0.000466061	-1.50437
24101	8096538	"NM_001100426 // RAP1GDS1 // RAP1, GTP-GDP dissociation stimulator 1 // 4q23-q25 // 5910"	RAP1GDS1	NM_001100426	0.00131874	-1.50424
15473	8009552	NM_001100621 // C17orf80 // chromosome 17 open reading frame 80 // 17q25.1 // 55028 ///	C17orf80	NM_001100621	9.88E-05	-1.50406
